Indicator,Indicator Name,Company,Year,Value,Units,Remarks,Validated,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Fortuna Silver Mines,2020,0,number,number of strikes and lockouts,,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Fortuna Silver Mines,2021,0,number,number of strikes and lockouts,,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Fortuna Silver Mines,2022,0,number,number of strikes and lockouts,,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Fortuna Silver Mines,2023,0,number,number of strikes and lockouts,,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Fortuna Silver Mines,2017,0,days,duration of strikes and lockouts,,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Fortuna Silver Mines,2018,0,days,duration of strikes and lockouts,,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Fortuna Silver Mines,2019,0,days,duration of strikes and lockouts,,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Fortuna Silver Mines,2020,0,days,duration of strikes and lockouts,,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Fortuna Silver Mines,2021,0,days,duration of strikes and lockouts,,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Fortuna Silver Mines,2022,0,days,duration of strikes and lockouts,,,,,
EM-MM-310a.2,Number and duration of strikes and lockouts,Fortuna Silver Mines,2023,0,days,duration of strikes and lockouts,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2017,1.52,"per 200,000 hours worked",total MSHA all-incidents rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2018,0.61,"per 200,000 hours worked",total MSHA all-incidents rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2019,0.3,"per 200,000 hours worked",total MSHA all-incidents rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2020,0.91,"per 200,000 hours worked",total MSHA all-incidents rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2021,0.41,"per 200,000 hours worked",total MSHA all-incidents rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2022,0.54,"per 200,000 hours worked",total MSHA all-incidents rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2023,0.21,"per 200,000 hours worked",total MSHA all-incidents rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2017,2,fatalities,total number of fatalities,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2018,0,fatalities,total number of fatalities,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2019,1,fatalities,total number of fatalities,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2020,0,fatalities,total number of fatalities,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2021,0,fatalities,total number of fatalities,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2022,1,fatalities,total number of fatalities,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2023,1,fatalities,total number of fatalities,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2017,0,"per 200,000 hours worked",total fatality rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2018,0,"per 200,000 hours worked",total fatality rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2019,0,"per 200,000 hours worked",total fatality rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2020,0,"per 200,000 hours worked",total fatality rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2021,0,"per 200,000 hours worked",total fatality rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2022,0.04,"per 200,000 hours worked",total fatality rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2023,0,"per 200,000 hours worked",total fatality rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2017,0.65,"per 200,000 hours worked",total number of near misses,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2018,1.02,"per 200,000 hours worked",total number of near misses,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2019,1.59,"per 200,000 hours worked",total number of near misses,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2020,2.28,"per 200,000 hours worked",total number of near misses,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2021,2.66,"per 200,000 hours worked",total number of near misses,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2022,1.2,"per 200,000 hours worked",total number of near misses,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2023,1.38,"per 200,000 hours worked",total number of near misses,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2017,0.65,"per 200,000 hours worked",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2018,1.02,"per 200,000 hours worked",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2019,1.59,"per 200,000 hours worked",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2020,2.28,"per 200,000 hours worked",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2021,2.66,"per 200,000 hours worked",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2022,1.2,"per 200,000 hours worked",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2023,1.38,"per 200,000 hours worked",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2017,2.37,"per 200,000 hours worked",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2018,1.51,"per 200,000 hours worked",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2019,3.2,"per 200,000 hours worked",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2020,6.1,"per 200,000 hours worked",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2021,3.34,"per 200,000 hours worked",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2022,1.29,"per 200,000 hours worked",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2023,0.65,"per 200,000 hours worked",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2017,28.08,h,"average hours of health, safety and emergency response training for full time employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2018,23.74,h,"average hours of health, safety and emergency response training for full time employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2019,21,h,"average hours of health, safety and emergency response training for full time employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2020,17.91,h,"average hours of health, safety and emergency response training for full time employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2021,16.98,h,"average hours of health, safety and emergency response training for full time employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2022,45.7,h,"average hours of health, safety and emergency response training for full time employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2023,40.89,h,"average hours of health, safety and emergency response training for full time employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2017,43.82,h,"average hours of health, safety and emergency response training for contract employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2018,22.99,h,"average hours of health, safety and emergency response training for contract employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2019,23.69,h,"average hours of health, safety and emergency response training for contract employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2020,24.4,h,"average hours of health, safety and emergency response training for contract employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2021,57.42,h,"average hours of health, safety and emergency response training for contract employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2022,19.5,h,"average hours of health, safety and emergency response training for contract employees",,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Fortuna Silver Mines,2023,16.04,h,"average hours of health, safety and emergency response training for contract employees",,,,,
EM-MM-510a.2,Production in countries that have the 20 lowest rankings in Transparency Internationalâ€™s Corruption Perception Index,Fortuna Silver Mines,2017,0,t,production in countries that have the 20 lowest rankings in Transparency International's Corruption Perception Index,,,,,
EM-MM-510a.2,Production in countries that have the 20 lowest rankings in Transparency Internationalâ€™s Corruption Perception Index,Fortuna Silver Mines,2018,0,t,production in countries that have the 20 lowest rankings in Transparency International's Corruption Perception Index,,,,,
EM-MM-510a.2,Production in countries that have the 20 lowest rankings in Transparency Internationalâ€™s Corruption Perception Index,Fortuna Silver Mines,2019,0,t,production in countries that have the 20 lowest rankings in Transparency International's Corruption Perception Index,,,,,
EM-MM-510a.2,Production in countries that have the 20 lowest rankings in Transparency Internationalâ€™s Corruption Perception Index,Fortuna Silver Mines,2020,0,t,production in countries that have the 20 lowest rankings in Transparency International's Corruption Perception Index,,,,,
EM-MM-510a.2,Production in countries that have the 20 lowest rankings in Transparency Internationalâ€™s Corruption Perception Index,Fortuna Silver Mines,2021,0,t,production in countries that have the 20 lowest rankings in Transparency International's Corruption Perception Index,,,,,
EM-MM-510a.2,Production in countries that have the 20 lowest rankings in Transparency Internationalâ€™s Corruption Perception Index,Fortuna Silver Mines,2022,0,t,production in countries that have the 20 lowest rankings in Transparency International's Corruption Perception Index,,,,,
EM-MM-510a.2,Production in countries that have the 20 lowest rankings in Transparency Internationalâ€™s Corruption Perception Index,Fortuna Silver Mines,2023,0,t,production in countries that have the 20 lowest rankings in Transparency International's Corruption Perception Index,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2017,787,employees,total number of employees,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2018,809,employees,total number of employees,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2019,837,employees,total number of employees,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2020,815,employees,total number of employees,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2021,2129,employees,total number of employees,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2022,2174,employees,total number of employees,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2023,2490,employees,total number of employees,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2017,1309,number,total number of contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2018,2623,number,total number of contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2019,2508,number,total number of contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2020,1992,number,total number of contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2021,2337,number,total number of contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2022,1965,number,total number of contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2023,2695,number,total number of contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2017,62,%,percentage of employees who are contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2018,65,%,percentage of employees who are contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2019,61,%,percentage of employees who are contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2020,62,%,percentage of employees who are contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2021,52,%,percentage of employees who are contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2022,47,%,percentage of employees who are contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Fortuna Silver Mines,2023,52,%,percentage of employees who are contractors,,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Champion Iron,2019,64.769,tonnes CO2e,total gross global scope 1 emissions,,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Champion Iron,2020,55.501,tonnes CO2e,total gross global scope 1 emissions,,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Champion Iron,2021,83.918,tonnes CO2e,total gross global scope 1 emissions,,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Champion Iron,2022,97.281,tonnes CO2e,total gross global scope 1 emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2019,65.209,tonnes CO2e,total CO emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2020,56.088,tonnes CO2e,total CO emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2021,84.449,tonnes CO2e,total CO emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2022,97.943,tonnes CO2e,total CO emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2019,90,kg,total NOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2020,76.5,kg,total NOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2021,145,kg,total NOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2022,141.5,kg,total NOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2019,48,kg,total SOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2020,51.7,kg,total SOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2021,233,kg,total SOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2022,278,kg,total SOx emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2020,2,tonnes,total mercury (HG) emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2021,0.3,tonnes,total mercury (HG) emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2022,0.2,tonnes,total mercury (HG) emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2019,48,kg,total volatile organic compounds (VOCs) emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2020,51.7,kg,total volatile organic compounds (VOCs) emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2021,233,kg,total volatile organic compounds (VOCs) emissions,,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Champion Iron,2022,278,kg,total volatile organic compounds (VOCs) emissions,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Champion Iron,2019,2.092,TJ,total energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Champion Iron,2020,2.029,TJ,total energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Champion Iron,2021,2.448,TJ,total energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Champion Iron,2022,2.984,TJ,total energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Champion Iron,2019,1.219,TJ,total renewable energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Champion Iron,2020,1.243,TJ,total renewable energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Champion Iron,2021,1.275,TJ,total renewable energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Champion Iron,2022,1.589,TJ,total renewable energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Champion Iron,2019,2.092,TJ,total energy consumed from grid electricity,,,,,
